Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
1/10/2023,Anthony Bailey,Elizabeth Leonard,Honda,Altima,2016,43183,0.082222671,3550.62
10/29/2022,Miranda Perez,Barry Duran,Ford,Corolla,2017,33234,0.129148365,4292.12
7/11/2022,Julie Smith,Samantha Hawkins,Chevrolet,Silverado,2014,47474,0.099894129,4742.37
2/19/2023,Jeremy Cole,Stephen Mcconnell,Toyota,Altima,2021,16550,0.113659398,1881.06
3/24/2023,Margaret Maddox,Joseph Santiago,Honda,Silverado,2019,34771,0.091595704,3184.87
10/3/2022,Thomas Preston,Tonya Rivera,Nissan,F-150,2021,18720,0.146403477,2740.67
9/6/2022,Amanda Lewis,Kristin Snyder,Toyota,Civic,2022,23236,0.132652798,3082.32
1/15/2023,Dennis Nelson,Edward Wheeler,Nissan,Silverado,2013,41378,0.090138449,3729.75
3/4/2023,Karen Fry,Jim Turner,Nissan,Silverado,2018,48076,0.112501753,5408.63
9/13/2022,Brandon Cook,Michael Ramirez,Chevrolet,Altima,2012,48266,0.125660827,6065.15
3/31/2023,Roger Watson,Kimberly Adams,Nissan,Corolla,2019,10434,0.050650789,528.49
9/25/2022,Andrew Taylor,Ashley King,Honda,Corolla,2012,31320,0.124808091,3908.99
3/20/2023,David Davis,Carolyn Mccoy,Ford,F-150,2022,44213,0.076218183,3369.83
12/16/2022,Susan Leon,Jennifer Tanner,Toyota,Civic,2022,27773,0.055185822,1532.68
3/12/2023,Diana Anderson,Elizabeth King,Honda,Silverado,2017,13255,0.066821252,885.72
1/29/2023,Jerry Bush,Jennifer Logan,Honda,Altima,2019,28511,0.136406192,3889.08
10/10/2022,Billy Lowery,Stacie Browning,Toyota,Civic,2018,17435,0.090654065,1580.55
8/17/2022,Christine Howard,Dan Welch,Chevrolet,Altima,2018,26865,0.139456837,3746.51
6/27/2022,Tyler Gibson,Cameron Stein,Chevrolet,Silverado,2010,46138,0.143577193,6624.36
9/8/2022,Mr. Robert Osborne,Alan Howe,Chevrolet,Altima,2012,16721,0.087979139,1471.1
8/27/2022,Jay Smith,Martin Carlson,Ford,Corolla,2019,27064,0.06465683,1749.87
7/2/2022,Zachary King,Samantha Schmidt,Honda,Silverado,2017,15992,0.079003928,1263.43
3/5/2023,Michelle Rhodes DVM,Tiffany Fields MD,Ford,Altima,2013,47688,0.094990137,4529.89
3/20/2023,Cynthia Rogers,Christina Mccormick,Nissan,Corolla,2018,32811,0.060386471,1981.34
12/31/2022,Nathaniel Thomas,Rebecca Phillips,Ford,Corolla,2018,48258,0.116449019,5619.6
3/24/2023,Richard Owens,Alex Hobbs,Toyota,Corolla,2018,40803,0.095650237,3902.82
3/19/2023,Gregory Morris,Brian Smith,Honda,Silverado,2014,30384,0.144211445,4381.72
9/22/2022,Amanda Boone,William Cardenas,Ford,F-150,2018,49545,0.062312412,3087.27
1/24/2023,Aaron Shea,Scott Fisher,Toyota,Altima,2011,42154,0.119882362,5053.52
1/4/2023,Jason Malone,Clayton Allison,Ford,Corolla,2010,26297,0.133379292,3507.48
4/18/2023,Andre Martin,James Jimenez,Toyota,Silverado,2017,37238,0.137891701,5134.81
4/15/2023,Carol Chen MD,Amy Smith,Toyota,Altima,2010,43663,0.094285167,4116.77
11/14/2022,Gregory Morse,Joshua Taylor,Toyota,Civic,2011,10050,0.149098893,1498.44
3/10/2023,Jenny Brooks,Sarah Fuentes,Ford,F-150,2015,49824,0.070827909,3528.93
1/12/2023,Andrew Richardson,Sheryl Perez,Honda,Civic,2012,34675,0.094094017,3262.71
2/10/2023,Brittany Harris,Carla Lewis,Toyota,F-150,2015,40967,0.086078867,3526.39
1/9/2023,William Wright,Cheryl Walker,Chevrolet,F-150,2012,15275,0.091697742,1400.68
8/10/2022,Jesse Johnson,Joe Anderson,Honda,Altima,2015,33945,0.110552245,3752.7
6/18/2022,Daniel Castro,Destiny Peterson,Toyota,Silverado,2013,12918,0.086192453,1113.43
10/3/2022,Anna Lawson,Katie Whitehead,Honda,Altima,2017,44219,0.067160184,2969.76
1/22/2023,Melissa Burgess,Clifford Zuniga,Honda,Silverado,2014,20618,0.105255886,2170.17
11/19/2022,Jamie Costa,Jesus Anderson,Chevrolet,Altima,2019,21960,0.127271545,2794.88
2/22/2023,Anthony Jackson,Paul Allen,Toyota,Silverado,2019,44670,0.138162631,6171.72
7/2/2022,Bruce Graham,Jennifer Wood,Honda,F-150,2018,31092,0.077769234,2418
5/1/2022,Eric Tate,Leonard Frey,Honda,F-150,2013,13191,0.105744274,1394.87
5/17/2022,Angela Cooper,Wayne Nash,Chevrolet,Corolla,2013,18881,0.149078406,2814.75
6/19/2022,Susan Nunez,John Carroll,Nissan,Silverado,2019,44263,0.051839796,2294.58
9/10/2022,Michael Wilson,Gary Lee,Honda,Altima,2021,27555,0.149209701,4111.47
11/28/2022,Lisa Berger,Timothy Hodge,Toyota,F-150,2012,17186,0.109548232,1882.7
1/22/2023,Beth Hunter,Anne Cruz,Ford,F-150,2015,13114,0.108908308,1428.22
9/29/2022,Beverly Jackson,Michael Gonzalez,Toyota,Altima,2013,29641,0.099618133,2952.78
1/29/2023,Terrence Rivas,Kimberly Maxwell,Ford,Corolla,2020,46048,0.114765377,5284.72
6/29/2022,Sandra Miller,Denise Bryan,Toyota,Silverado,2012,48157,0.106121418,5110.49
10/21/2022,Tammy Hunter,Kathryn Brown,Nissan,Altima,2014,35149,0.054586762,1918.67
2/14/2023,Molly Lawrence,Jennifer Jones,Nissan,Civic,2018,17331,0.142086088,2462.49
6/1/2022,Teresa Church,Ryan Harris,Honda,Civic,2013,45146,0.110550875,4990.93
11/28/2022,Shawna Lopez,Randy Cummings,Chevrolet,Altima,2010,11505,0.080576758,927.04
7/23/2022,Julie Conley,Anne Hunter MD,Nissan,Corolla,2014,27552,0.063696301,1754.96
12/21/2022,Terry Valencia,Kimberly Powell,Ford,Civic,2017,14184,0.103600373,1469.47
5/13/2022,Sheila Pugh,John Lyons,Nissan,Corolla,2012,24001,0.079698761,1912.85
5/20/2022,Stephen Garcia,Jonathan Edwards,Chevrolet,Corolla,2022,45665,0.094771929,4327.76
11/3/2022,Megan Aguirre,Kelly Patterson,Chevrolet,F-150,2021,18271,0.063565022,1161.4
10/25/2022,Jonathan Mcmillan,,Toyota,Silverado,2016,29400,0.067609089,1987.71
2/26/2023,Matthew Harrington,Arthur Moore,Toyota,F-150,2020,36261,0.094201448,3415.84
8/4/2022,Brenda George,David Gonzales,Honda,Silverado,2013,28355,0.093719158,2657.41
6/10/2022,Alexis Stevens,Richard Clements,Honda,Silverado,2018,42393,0.129988455,5510.6
4/20/2023,Renee Bernard,Rebecca Gibson,Nissan,Corolla,2020,34958,0.091935357,3213.88
11/10/2022,Cynthia Romero,David Callahan,Nissan,Altima,2010,42407,0.129892827,5508.37
12/18/2022,Thomas Lee,Andrew Mcdowell,Chevrolet,Altima,2014,15835,0.099489129,1575.41
8/26/2022,Kathleen Cardenas,Eric Baxter,Toyota,Altima,2010,39363,0.086217702,3393.79
1/28/2023,Raymond Morgan,Laura Wood,Chevrolet,Altima,2018,31588,0.147926972,4672.72
8/14/2022,David Rojas,Patrick Ochoa,Nissan,F-150,2015,20728,0.129949813,2693.6
6/2/2022,Brian Chan,Michael Miller,Toyota,Civic,2016,30201,0.078037606,2356.81
11/7/2022,Edward Huffman,Nicholas Anderson,Toyota,Civic,2020,48032,0.121124877,5817.87
1/25/2023,Megan Fernandez,Rita Goodman,Ford,Silverado,2017,45082,0.078134165,3522.44
10/28/2022,Christina Edwards,Stephen Yang,Honda,F-150,2017,48558,0.05750796,2792.47
10/8/2022,Timothy Davidson,Joseph Garcia,Chevrolet,Silverado,2018,38562,0.115585785,4457.22
9/26/2022,Mark Miller,Seth Mcmahon Jr.,Honda,Corolla,2021,28344,0.072822456,2064.08
8/20/2022,Brandon Liu,Clinton Baker,Chevrolet,Corolla,2011,42391,0.132101005,5599.89
10/18/2022,Andrew Randall,Cynthia Pierce,Nissan,Silverado,2017,45624,0.082640985,3770.41
7/25/2022,Jeffrey Rivera,Adam Lara,Ford,Altima,2019,40900,0.055715859,2278.78
11/16/2022,Erica Williams,James Powers,Chevrolet,Civic,2012,21685,0.094633255,2052.12
12/15/2022,Valerie Miller,David Johnson,Toyota,Silverado,2021,20108,0.058743337,1181.21
1/31/2023,Kylie Watson,Parker Brown,Ford,Corolla,2017,13483,0.050127852,675.87
5/14/2022,Mark Jackson,Carolyn Combs,Nissan,Corolla,2015,28215,0.140890301,3975.22
1/26/2023,Annette Hernandez,Angela Stafford,Toyota,Silverado,2012,47751,0.054728285,2613.33
6/5/2022,Danielle Cummings,Benjamin Turner,Ford,Civic,2018,38956,0.10138913,3949.71
6/23/2022,Vanessa Robinson,Christopher Miller,Honda,Corolla,2018,34532,0.069617058,2404.02
2/20/2023,Anna Moran,Jorge Marshall,Honda,Corolla,2021,42436,0.098666694,4187.02
10/25/2022,Tonya Williams,Laura Harper,Toyota,F-150,2020,21444,0.076258951,1635.3
3/19/2023,Scott Wilson,Jack Smith,Honda,Corolla,2012,14049,0.137058801,1925.54
12/17/2022,Diana Cooke,Jordan Brown,Nissan,Altima,2012,45616,0.126160648,5754.94
8/23/2022,Matthew Potts,Victoria Ponce,Ford,Silverado,2017,14769,0.085666004,1265.2
5/13/2022,Mary Lee,Ashley Jones,Toyota,F-150,2012,10658,0.079829814,850.83
10/23/2022,Lindsey Martinez,Michael Phillips DDS,Nissan,Corolla,2016,30896,0.123865279,3826.94
8/22/2022,Rachel Chambers,Laura Blair,Toyota,Silverado,2015,42755,0.105880462,4526.92
12/18/2022,Stephanie Chen,Dean Clark,Toyota,Silverado,2016,17422,0.065650939,1143.77
1/17/2023,Angela Pollard,David Williams,Toyota,Civic,2017,24102,0.077579015,1869.81
10/7/2022,Daniel Dudley,Joseph Bauer,Toyota,Civic,2021,20778,0.11380945,2364.73
4/9/2023,Donna Smith,Catherine Pitts,Chevrolet,Altima,2019,15368,0.076728172,1179.16
2/15/2023,Jason Marsh,Lisa Hernandez,Nissan,Civic,2014,44858,0.069862275,3133.88
2/12/2023,Dr. Stephanie Harris,Christopher Brooks,Honda,F-150,2018,35268,0.057427785,2025.36
12/26/2022,Mr. Jose Davis,Megan Castro,Ford,Silverado,2012,21275,0.070667807,1503.46
5/21/2022,Dennis Avery,Stephanie Sparks,Toyota,Corolla,2019,39681,0.089248623,3541.47
4/22/2023,Anthony Archer,Cathy Dorsey,Honda,Altima,2010,29452,0.071491084,2105.56
8/30/2022,Lisa Parsons,Mrs. Tricia Fischer,Toyota,Civic,2014,37501,0.12860717,4822.9
8/27/2022,Jennifer Hernandez,Charles Brewer,Honda,Altima,2021,43833,0.111602646,4891.88
8/30/2022,Stephanie Barnes,Connor Erickson,Honda,Civic,2018,29876,0.131821653,3938.3
7/14/2022,Brett Davis,David Lewis,Chevrolet,Altima,2016,27357,0.134274613,3673.35
9/11/2022,April Dickson,Andrew Garza,Toyota,F-150,2014,17463,0.090816107,1585.92
12/28/2022,Scott Palmer,Taylor Harmon,Nissan,Corolla,2013,39381,0.051229152,2017.46
4/4/2023,Robert Brown,Tracy Wolfe,Toyota,F-150,2022,48576,0.077127977,3746.57
9/13/2022,Brittany Morgan,Christopher Vasquez,Nissan,Civic,2010,30012,0.105506221,3166.45
3/23/2023,Kevin Mathews,Michelle Hall,Honda,Corolla,2015,36379,0.060437309,2198.65
11/7/2022,Sandra Scott,Matthew Schaefer,Toyota,Corolla,2012,10209,0.10161469,1037.38
7/16/2022,David Lee,Jessica Coleman,Toyota,Silverado,2013,26558,0.081882971,2174.65
12/18/2022,Rebecca Mitchell,Lori Stephenson,Toyota,Civic,2014,49921,0.075843778,3786.2
7/13/2022,Wendy Reyes,Brian Woods,Toyota,Altima,2016,49128,0.060979831,2995.82
12/24/2022,Theresa Miller,Kyle Lewis,Honda,Altima,2015,25192,0.112964676,2845.81
9/27/2022,Taylor Cabrera MD,Nicole Herrera,Chevrolet,Civic,2010,33807,0.070924658,2397.75
9/16/2022,James Keller,Kevin Smith,Honda,Silverado,2014,26720,0.106638434,2849.38
5/13/2022,Ralph Sullivan,James Gonzalez,Chevrolet,Corolla,2018,20385,0.081764922,1666.78
9/21/2022,Crystal Cox,Jacob Pena,Chevrolet,Altima,2012,29575,0.073318513,2168.4
8/10/2022,Larry Harvey,Jennifer Padilla,Ford,Altima,2016,25351,0.080209759,2033.4
10/29/2022,Noah Patton,Robert Koch,Toyota,Civic,2013,32882,0.10363222,3407.63
4/29/2023,Colleen Novak,Jay Lamb,Toyota,Altima,2014,17563,0.060316474,1059.34
5/2/2022,Kelly Smith,Jennifer Walsh PhD,Toyota,F-150,2017,26901,0.089779612,2415.16
10/24/2022,David Wolf,Valerie Lewis,Ford,Altima,2010,17321,0.13765102,2384.25
8/9/2022,Robin King,Daniel Page,Toyota,Corolla,2014,24525,0.069191386,1696.92
3/22/2023,Mark Sherman,James Gardner,Honda,F-150,2010,38025,0.078068648,2968.56
9/13/2022,Allen Kim,Jeremy Lowery,Honda,Civic,2015,12495,0.146179163,1826.51
1/28/2023,Katherine Smith,Mike Walker,Ford,Altima,2020,11073,0.124824898,1382.19
11/12/2022,Brittany Manning,Tamara Jackson,Nissan,F-150,2022,21565,0.090367777,1948.78
5/16/2022,Glenn Smith,Samantha West,Chevrolet,Silverado,2015,23436,0.117437437,2752.26
11/15/2022,Brittany Mitchell,Matthew Sanchez DDS,Ford,Corolla,2021,41348,0.059025937,2440.6
3/3/2023,Michael Brown,Gilbert Orozco,Chevrolet,Civic,2010,43690,0.109503167,4784.19
5/30/2022,Marilyn Carlson,Elijah Flowers,Nissan,Civic,2011,13453,0.102375088,1377.25
1/6/2023,Natalie Quinn,James Patterson,Toyota,Altima,2011,17758,0.129899129,2306.75
1/5/2023,Laura Frey,Susan Smith,Nissan,Corolla,2022,48691,0.139320956,6783.68
12/13/2022,Carla Tanner,Joseph Baker,Ford,Civic,2012,13267,0.080618603,1069.57
10/3/2022,Renee Wilson,Donna Stephens,Toyota,Altima,2014,26643,0.095268394,2538.24
9/1/2022,Charles Mitchell,Vincent Hudson,Toyota,Civic,2016,24957,0.138946133,3467.68
7/25/2022,Kenneth Morales,Kimberly Davis,Nissan,F-150,2022,39097,0.134027627,5240.08
9/26/2022,Michael Smith,Laurie Santos,Chevrolet,Altima,2016,15804,0.118815725,1877.76
9/8/2022,Joshua Williams,Luis Brown,Honda,Silverado,2021,36340,0.126555934,4599.04
10/8/2022,Carolyn Phillips,Christian Joseph,Nissan,F-150,2018,27401,0.073341485,2009.63
3/19/2023,Courtney Miller,Susan Martin,Toyota,Altima,2016,49681,0.102808819,5107.64
2/23/2023,Daniel Aguilar,Lawrence Rodriguez,Honda,Silverado,2022,30320,0.05192447,1574.35
4/20/2023,Michael Powell,Andrea Campbell,Nissan,Silverado,2016,10786,0.08160264,880.17
3/18/2023,Casey Powell,April Spears,Chevrolet,Civic,2017,25411,0.112031331,2846.83
9/13/2022,Wayne Patrick,Stephen Morales,Ford,Altima,2018,16307,0.081107544,1322.62
2/8/2023,John Thompson,Sandra Johnson,Nissan,F-150,2017,28445,0.056132005,1596.67
2/21/2023,Joseph Martinez,Doris Duran,Nissan,Altima,2011,43520,0.120605503,5248.75
1/2/2023,Kara Gillespie,Michael Smith,Toyota,F-150,2016,25703,0.086704026,2228.55
11/23/2022,Jasmine Baldwin,Tommy Moore,Honda,F-150,2015,29519,0.080236225,2368.49
2/8/2023,Timothy Tucker,Michaela Miller,Nissan,Civic,2012,14051,0.066902768,940.05
2/10/2023,Donald Collins,Jerry Rivas,Ford,Corolla,2017,48655,0.138847354,6755.62
1/31/2023,Lacey Smith,Gregory Wade,Nissan,Corolla,2019,36011,0.127116487,4577.59
1/4/2023,Rachel Mcclure,Connie Flores,Honda,Corolla,2014,42085,0.133996914,5639.26
10/11/2022,Jimmy Hernandez,Megan Lewis,Nissan,Silverado,2012,48215,0.071711876,3457.59
9/1/2022,Michaela Smith,Jacqueline Martin,Toyota,F-150,2021,32918,0.066008804,2172.88
3/25/2023,Jordan Anderson,Keith Boyd,Ford,Silverado,2018,49347,0.121407456,5991.09
1/21/2023,Susan Davis,Matthew Fuller,Nissan,Civic,2020,28400,0.071616702,2033.91
6/4/2022,Michael Brown,Vincent Thomas,Chevrolet,Silverado,2022,26368,0.080862274,2132.18
9/3/2022,Andrew Peters,Bryan Meyer,Chevrolet,Altima,2019,37724,0.145868872,5502.76
5/19/2022,Stephanie Davis,Andrew Simmons,Toyota,Civic,2021,42522,0.10162042,4321.1
6/29/2022,Jonathan Turner,Tony Hall,Nissan,Altima,2020,10579,0.091811137,971.27
3/15/2023,Valerie Lambert,Felicia Alvarez,Ford,Civic,2022,38011,0.121313549,4611.25
12/7/2022,Rachel Acevedo,Jennifer Hall,Nissan,F-150,2021,43402,0.110075298,4777.49
9/22/2022,Stacey Roberts,Thomas Davis,Chevrolet,Civic,2013,26871,0.061443051,1651.04
11/9/2022,Michael Rivera,Kathleen Waller,Ford,Civic,2011,19835,0.124966287,2478.71
8/15/2022,Zachary Moore,Marilyn Coleman,Ford,F-150,2015,45552,0.104786032,4773.21
1/4/2023,Jeffrey Caldwell,Jessica Holmes,Toyota,F-150,2017,34168,0.146226671,4996.27
7/20/2022,Jessica Nelson,Crystal Scott,Chevrolet,F-150,2022,17386,0.101465969,1764.09
4/9/2023,Taylor Jones,Sarah Noble,Honda,Silverado,2012,48707,0.099959924,4868.75
2/24/2023,Michael Joyce,Rebecca Arnold,Chevrolet,F-150,2018,23151,0.09628552,2229.11
7/11/2022,Leonard Zuniga,Sonya Perez,Ford,Civic,2012,26620,0.059850132,1593.21
7/31/2022,Ruth Drake,Kelly Kaufman,Nissan,Civic,2017,49399,0.100327643,4956.09
6/8/2022,Brent Ray,Thomas Jacobs,Toyota,Corolla,2015,31050,0.124176235,3855.67
5/2/2022,Melissa White,Stephen Romero,Chevrolet,Corolla,2014,16842,0.09539615,1606.66
2/21/2023,Christopher Rivers,Shannon Cooper,Chevrolet,Corolla,2016,18592,0.096508291,1794.28
2/27/2023,Michael White,Matthew Thomas,Honda,Civic,2013,26268,0.098291675,2581.93
6/6/2022,Michael Newton,Daisy Branch,Honda,F-150,2020,35543,0.079434816,2823.35
8/27/2022,Michele Pitts,Denise Kelley,Toyota,Altima,2019,12063,0.138515737,1670.92
3/3/2023,Caitlin Ramirez,Craig King,Ford,F-150,2016,13537,0.05319313,720.08
3/27/2023,Nicholas Stone,Jacob Liu,Toyota,Corolla,2015,10988,0.102065426,1121.49
10/23/2022,Megan Gilmore,Melissa Johnson,Chevrolet,Altima,2016,37205,0.091163381,3391.73
2/25/2023,Lisa Bates,Nicole Davidson,Honda,Silverado,2020,42712,0.144266439,6161.91
11/21/2022,Crystal Johnson MD,Wesley Collier,Honda,Civic,2014,40882,0.109244572,4466.14
10/28/2022,Lindsay Clark,Amy Robinson,Toyota,Altima,2012,30925,0.129091315,3992.15
8/7/2022,David Yates,Steven Foster,Toyota,Civic,2017,40566,0.122455747,4967.54
2/14/2023,Leslie Salinas,James Parsons,Nissan,Corolla,2017,11917,0.135957285,1620.2
5/21/2022,Jon Mercer,Daniel Cherry,Nissan,F-150,2013,15801,0.100937451,1594.91
5/3/2022,John King,Shelby Thornton,Honda,Silverado,2020,41570,0.144271159,5997.35
8/28/2022,Michelle Thompson DDS,Andrea Chapman,Nissan,Corolla,2010,28141,0.098894765,2783
4/6/2023,Steven Smith,Randy Bell,Chevrolet,Altima,2011,33726,0.119155485,4018.64
10/19/2022,Eric Wilson,Brett Harrell,Chevrolet,Civic,2015,24344,0.131464806,3200.38
10/6/2022,Alicia Brown,James Rose,Chevrolet,Civic,2013,37716,0.14539547,5483.74
4/4/2023,Darius Williamson,Maria Berry,Honda,Civic,2017,38165,0.119442744,4558.53
4/14/2023,Vanessa Ware DDS,Matthew Singh,Chevrolet,Corolla,2013,32851,0.114346894,3756.41
3/15/2023,Patricia Scott,Denise Galvan,Nissan,Civic,2010,21596,0.069035257,1490.89
11/16/2022,Denise Olsen DDS,Mark Lopez,Honda,Corolla,2019,35566,0.050217938,1786.05
12/7/2022,Michael Merritt Jr.,John Douglas,Honda,Altima,2012,22982,0.101255566,2327.06
12/4/2022,Kara Butler,Jacqueline Perez,Nissan,Civic,2017,13575,0.072067158,978.31
10/2/2022,Kevin Porter,Anthony Castro,Toyota,Silverado,2013,19659,0.072297498,1421.3
7/28/2022,Michael Clark,Thomas Anderson,Chevrolet,Civic,2022,30899,0.066941414,2068.42
9/4/2022,Paul Rodriguez,Amanda Hernandez,Chevrolet,Corolla,2022,24554,0.097133688,2385.02
10/31/2022,Daniel Salazar,Dakota Gonzalez,Nissan,Civic,2013,32407,0.128453027,4162.78
3/7/2023,John Bryant,David Edwards,Chevrolet,Silverado,2011,32753,0.136745998,4478.84
7/31/2022,John Jones,John Castillo,Nissan,Altima,2011,19107,0.130587404,2495.13
8/14/2022,Nicholas Valencia,Dwayne Mcdonald,Nissan,F-150,2012,22895,0.133424183,3054.75
12/8/2022,Amber Palmer,Justin Pearson,Toyota,Civic,2016,18449,0.115207421,2125.46
1/5/2023,William Martinez,Patrick West,Honda,Corolla,2018,49374,0.14730344,7272.96
5/2/2022,Brandon Roberts,John Christensen,Chevrolet,Altima,2018,17713,0.096415047,1707.8
9/4/2022,Benjamin Rhodes,Christopher Shelton,Toyota,F-150,2012,12147,0.128924502,1566.05
9/21/2022,Joseph Frank,Rebecca Sherman,Ford,F-150,2015,37844,0.148204213,5608.64
2/7/2023,George Smith,Elizabeth Torres,Ford,F-150,2010,29260,0.090887114,2659.36
10/20/2022,Angela Meyers,William Norman,Ford,Altima,2013,48088,0.074518775,3583.46
11/12/2022,Cristian Velazquez,Amanda Smith,Honda,F-150,2014,44385,0.141679422,6288.44
6/6/2022,Kenneth Bradley,Shane Bruce,Nissan,Silverado,2020,14487,0.144696164,2096.21
1/22/2023,Walter Burke,William Johnson,Nissan,Silverado,2018,45250,0.12747839,5768.4
4/15/2023,Nancy Rose,Dr. Clayton Mcdonald,Chevrolet,F-150,2015,47760,0.077227428,3688.38
6/9/2022,Sarah Smith,Brenda Dominguez,Ford,F-150,2013,19988,0.110768928,2214.05
3/7/2023,Brandi Brown,David Snyder,Ford,Civic,2017,27799,0.080256331,2231.05
6/3/2022,Brooke Potter,Alexandra Moore,Nissan,F-150,2017,41761,0.145383059,6071.34
10/9/2022,Eric Morales MD,James Little,Ford,Altima,2021,27565,0.082765167,2281.42
9/18/2022,Michelle Warren,Ryan Gregory,Honda,Silverado,2015,34393,0.085014106,2923.89
5/20/2022,Justin Evans,Kevin Nash,Nissan,Corolla,2014,35976,0.120862449,4348.15
10/10/2022,John Walker,Matthew Long,Honda,Corolla,2012,13339,0.056747361,756.95
1/3/2023,Crystal Navarro,Louis Anderson,Toyota,Civic,2012,26795,0.148831122,3987.93
5/7/2022,Lucas Davis,Aaron Freeman,Toyota,Altima,2019,18893,0.05011293,946.78
5/6/2022,Emily Koch,Danielle Jennings,Nissan,Altima,2016,11119,0.053693535,597.02
5/4/2022,Kevin Bush,Charles Sloan,Chevrolet,Silverado,2022,47586,0.102464295,4875.87
1/22/2023,Christopher Garcia,Katie Ortiz,Honda,Corolla,2020,43074,0.110671398,4767.06
5/24/2022,James Romero,Summer Flores,Ford,Altima,2011,46345,0.086926842,4028.62
10/5/2022,Raymond Macdonald,Jamie Mack,Nissan,Corolla,2011,47108,0.12719013,5991.67
7/24/2022,Lisa Rivera,Kelly Hall,Toyota,Silverado,2013,16553,0.11099493,1837.3
9/11/2022,Deanna Williams,Megan Melendez,Nissan,Corolla,2022,36892,0.061796367,2279.79
10/16/2022,Nicole Wolfe,Dr. Barry Lutz,Chevrolet,Altima,2019,26164,0.11811062,3090.25
2/9/2023,Michael Ayala,Linda Wheeler,Honda,Corolla,2016,15597,0.133104971,2076.04
9/20/2022,Stanley Gamble,Amy Allen,Chevrolet,Altima,2016,36927,0.098057085,3620.95
1/13/2023,Daniel Wallace,Sharon Jones,Toyota,F-150,2017,35207,0.140339584,4940.94
5/11/2022,Jillian Green,Shawn Holder,Chevrolet,Silverado,2017,18564,0.117396049,2179.34
7/12/2022,Carl Chan,Matthew Steele,Honda,Civic,2018,33787,0.101269924,3421.61
7/9/2022,Ashley Martin,Christina Morales,Honda,Corolla,2020,49860,0.059062971,2944.88
5/13/2022,Douglas Riley,Steven Gibson,Ford,Altima,2014,13520,0.120015528,1622.61
5/23/2022,John Sawyer,Sean Andrade,Chevrolet,Civic,2017,13454,0.067857192,912.95
9/24/2022,Lori Johnson,Terrence Taylor,Ford,Civic,2018,35483,0.054488644,1933.42
6/4/2022,Shawn Neal,Heather Jones,Nissan,Corolla,2016,41682,0.078992377,3292.56
6/12/2022,Nicole Fowler,Katrina Patterson,Nissan,F-150,2021,27601,0.080850627,2231.56
11/3/2022,Kayla Davis,George Young,Chevrolet,Altima,2014,22550,0.133989512,3021.46
5/11/2022,Amber Roberson,Richard Terry,Chevrolet,Civic,2016,42375,0.1272393,5391.77
3/21/2023,Taylor Mason,Ryan Douglas,Ford,Civic,2020,28242,0.118483963,3346.22
7/10/2022,Kevin Baker,Joseph King,Toyota,Silverado,2010,30928,0.147943334,4575.59
7/12/2022,Rebecca Perry,Brandon Middleton,Ford,Silverado,2021,31416,0.05318737,1670.93
3/12/2023,Brian Spears,Kayla Cox,Honda,Corolla,2013,13932,0.140802797,1961.66
11/13/2022,Shane Long,Elizabeth White,Chevrolet,F-150,2018,49386,0.109716793,5418.47
8/25/2022,Albert Harris,Megan Dixon,Honda,Silverado,2018,24660,0.119586531,2949
10/15/2022,Jordan Nguyen,Erin Ramirez,Nissan,Civic,2015,32284,0.148976157,4809.55
4/22/2023,Lisa Roberts,Olivia Smith,Honda,Silverado,2016,18081,0.055156457,997.28
12/13/2022,Erica Brooks,Jennifer Turner,Ford,Corolla,2014,26634,0.076502155,2037.56
1/14/2023,Lauren Hamilton,Joseph Harris,Chevrolet,Civic,2010,14575,0.132440408,1930.32
6/10/2022,Matthew Martinez,Amanda Peck,Chevrolet,Corolla,2017,16779,0.133615931,2241.94
1/5/2023,Richard Stewart,Anita Snyder,Ford,Silverado,2018,32995,0.116137839,3831.97
2/16/2023,Kimberly Bradley,Michele Patrick,Chevrolet,F-150,2011,31177,0.103799576,3236.16
10/20/2022,Nicholas Stevens,Nicole Lewis,Honda,Silverado,2017,34644,0.096834185,3354.72
12/4/2022,Kevin Jackson,Olivia Branch,Nissan,F-150,2014,13225,0.133754441,1768.9
5/7/2022,Heather Ray,William Smith,Toyota,Altima,2020,34532,0.08663391,2991.64
10/29/2022,Michael Kelly,Michelle Martin,Nissan,Corolla,2019,49130,0.078909234,3876.81
12/1/2022,Shannon Miller,Michelle Chavez,Toyota,Altima,2012,20397,0.091292105,1862.09
12/16/2022,Veronica Green,Lisa Chapman,Toyota,F-150,2014,31240,0.050382608,1573.95
6/12/2022,Amy Vance,John Petersen,Honda,Corolla,2011,48172,0.051089435,2461.08
12/6/2022,Amanda Delgado,Sally Boyle,Honda,Corolla,2016,40743,0.112836916,4597.31
12/22/2022,George Davis,Andrew Evans,Chevrolet,Silverado,2018,46041,0.124769977,5744.53
5/14/2022,Austin Lang,Jamie Thompson,Toyota,F-150,2020,33038,0.134672784,4449.32
1/30/2023,Amber Coleman,Karen Davenport,Chevrolet,F-150,2022,11286,0.124055041,1400.09
1/12/2023,Heidi Taylor,Anna Young,Honda,Corolla,2018,13625,0.136167294,1855.28
1/7/2023,Kayla Robertson,Aaron Holland,Nissan,Silverado,2013,38870,0.068354507,2656.94
12/22/2022,Jeremy Ortiz,Anthony Cruz,Chevrolet,F-150,2019,33131,0.064012833,2120.81
